Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	br_lens[68]	br_lens[69]	br_lens[70]	br_lens[71]	br_lens[72]	br_lens[73]	br_lens[74]	br_lens[75]	br_lens[76]	br_lens[77]	br_lens[78]	br_lens[79]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
9840	-2668.22	-2621.16	-47.0543	2.345674	7.743597	0.368142	0.040222	0.0260067	0.0234423	0.0114472	0.0372582	0.00852703	0.463579	0.00139567	0.398501	0.00653167	6.95375e-06	0.00548357	0.00890108	0.0601496	0.0161299	0.149537	0.0299693	0.157835	0.0038507	0.0820019	0.00175294	0.0273249	0.0488085	1.48594e-05	0.00895905	0.0131344	0.0138055	0.0694637	0.00865634	0.0760168	0.0193632	0.00799607	0.244606	0.0301614	0.00646964	0.0497462	0.0403104	0.0544812	0.020996	0.111236	0.0248763	0.374607	0.0478034	0.0359006	0.345124	0.243599	0.447668	0.0064547	0.00770756	0.191219	0.20859	0.0383587	0.00560261	0.0498309	0.245093	0.746989	0.000144716	0.0271827	0.351244	0.0171336	0.109652	0.349061	0.165218	0.00381539	0.109284	0.0326672	0.153113	0.0351396	0.0850355	0.156616	1.0027	0.244131	0.54144	0.00295295	0.422026	0.00395637	0.14656	0.127689	0.331319	0.687368	1.07664	1.90467	9.858408
9850	-2659.54	-2624.94	-34.5973	1.345656	8.181504	0.352483	0.0157456	0.0399772	0.0127341	0.00990178	0.00280115	0.00519857	0.332955	0.000989991	0.322174	0.0058566	5.06873e-06	0.00574416	0.0302622	0.0450864	0.00867314	0.221626	0.0138681	0.0687279	0.0238939	0.142862	0.00175774	0.00674403	0.0335285	0.000129797	0.0072949	0.0362225	0.0333896	0.0232527	0.0159045	0.0272938	0.014209	0.00567393	0.178463	0.0279185	0.0118945	0.0324055	0.0748378	0.0460393	0.0123995	0.0663096	0.00595395	0.436164	0.0556423	0.00947087	0.438302	0.213018	0.437687	0.00732609	0.00887113	0.223303	0.163934	0.0443846	0.0129685	0.0256006	0.248165	0.3866	0.000255127	0.0366216	0.250694	0.0313815	0.113036	0.335193	0.139301	0.00542971	0.105871	0.0746508	0.0956646	0.046825	0.116417	0.131831	0.455528	0.265467	0.485215	0.00502259	0.262967	0.0071439	0.361545	0.0901733	0.200465	0.560673	1.03991	2.19895	8.45086
9860	-2653.97	-2618.04	-35.9271	1.88381	8.381778	0.457005	0.027846	0.0360028	0.015224	0.00134761	0.0053518	0.0294855	0.332357	0.000850626	0.475048	0.00869957	7.28629e-06	0.00429665	0.018952	0.053513	0.00701201	0.139375	0.0213445	0.0592181	0.021673	0.194679	0.00526238	0.0139083	0.0289021	7.77215e-05	0.0140098	0.02061	0.0225059	0.0471806	0.0241019	0.0645502	0.0215514	0.00378023	0.136668	0.0292595	0.00691061	0.0234177	0.100328	0.112583	0.00496987	0.128671	0.0511475	0.275787	0.0515129	0.00919562	0.539881	0.128398	0.355434	0.00724189	0.00544222	0.0810277	0.177478	0.0635074	0.0153862	0.0762038	0.303055	0.432196	0.000172891	0.0647888	0.178923	0.0671221	0.087146	0.292249	0.0987585	0.016119	0.129162	0.0803831	0.0742478	0.0404275	0.121372	0.146472	0.590847	0.216553	0.366295	0.00674207	0.34296	0.00190418	0.307201	0.0452724	0.278999	0.642061	1.06679	2.01215	8.56655
9870	-2661.33	-2617.34	-43.9913	1.507177	7.634705	0.626661	0.0928788	0.0273039	0.0104635	0.00634544	0.0273792	0.0565556	0.373519	0.00313021	0.377464	0.0079426	1.84804e-05	0.00189762	0.00626547	0.0660523	0.0263746	0.142401	0.012386	0.0659965	0.02556	0.0978518	0.00193588	0.00865767	0.0813614	0.000310997	0.00411136	0.00739225	0.0314248	0.0603923	0.0144871	0.0320217	0.00686264	0.00329924	0.160226	0.0545202	0.00266279	0.0941704	0.182737	0.127261	0.00413167	0.100823	0.0665747	0.301041	0.0847834	0.0135502	0.519015	0.123236	0.386182	0.0201272	0.0084165	0.0720072	0.338548	0.0264388	0.0118773	0.0756799	0.384359	0.379975	0.000398932	0.0223476	0.192474	0.100303	0.119222	0.421666	0.113368	0.00763644	0.129619	0.076639	0.0588698	0.0225005	0.139931	0.172329	0.606689	0.293942	0.424184	0.0123319	0.305415	0.00306218	0.408627	0.0873577	0.226429	0.589747	1.05084	2.13298	9.56396
9880	-2670.79	-2625.73	-45.0589	1.554352	7.210621	0.285686	0.0310836	0.0152988	0.00753191	0.0026847	0.0582111	0.0926577	0.47468	0.00770113	0.38111	0.00518322	2.25957e-05	0.000918993	0.00931093	0.0833379	0.0140617	0.218723	0.00482526	0.0762681	0.0451971	0.0939226	0.00541871	0.00798553	0.06235	0.000580506	0.00532606	0.0194887	0.0241227	0.0718323	0.0451976	0.0394851	0.00428703	0.00236809	0.210572	0.0295265	0.00586455	0.0748388	0.116805	0.111802	0.00352202	0.119998	0.0624735	0.402429	0.0801468	0.0087567	0.43446	0.216703	0.249836	0.0885398	0.0100328	0.219361	0.272101	0.04178	0.0071552	0.0615985	0.332498	0.857191	0.000486044	0.0432111	0.0904237	0.0661141	0.100002	0.350801	0.150439	0.0209287	0.134867	0.162008	0.0390808	0.0624026	0.0807649	0.24329	0.477218	0.198535	0.479521	0.0315883	0.211758	0.00301736	0.406256	0.0860389	0.233598	0.59736	1.05346	2.11558	9.653602
9890	-2680.45	-2628.38	-52.0689	1.527875	8.036642	0.201585	0.00763876	0.00836422	0.00339199	0.00265031	0.0216761	0.0446239	0.352439	0.028623	0.327683	0.00354523	3.97606e-05	0.00122669	0.0161151	0.0618936	0.0173343	0.126464	0.00857063	0.103171	0.0593047	0.0686579	0.0160013	0.00630438	0.0505736	0.000789656	0.00811293	0.0425116	0.0208861	0.134224	0.0395652	0.0306115	0.00302645	0.00811202	0.262732	0.0180027	0.00700077	0.0870361	0.0852897	0.148626	0.0013395	0.116536	0.129595	0.556694	0.0355059	0.0173576	0.267526	0.109413	0.320728	0.082332	0.0188867	0.272059	0.225717	0.0332114	0.0122341	0.0758112	0.444937	0.715243	0.000674935	0.0516311	0.130176	0.0600175	0.0356347	0.626415	0.199504	0.0682617	0.119636	0.101423	0.0638691	0.0817973	0.100914	0.242612	0.7069	0.350529	0.770914	0.0303873	0.386957	0.0088034	0.423206	0.152708	0.229597	0.593131	1.05202	2.12525	10.5825
9900	-2671.86	-2623.23	-48.6302	1.455931	7.364351	0.341049	0.00209584	0.00309611	0.00140097	0.00868057	0.010312	0.0517166	0.672995	0.0155157	0.49558	0.00530579	9.07852e-05	0.000521832	0.0140421	0.0795675	0.00490052	0.260486	0.0211454	0.0779977	0.0174457	0.0736801	0.00515185	0.0129356	0.0321038	0.00119709	0.00221498	0.0482228	0.022449	0.0791807	0.0534078	0.0537787	0.00325448	0.011437	0.165694	0.0230974	0.0121923	0.0464692	0.11989	0.0517219	0.00190448	0.208242	0.0561133	0.404909	0.0162604	0.00688211	0.529572	0.167704	0.204539	0.0354074	0.0173481	0.142892	0.311068	0.102751	0.0181492	0.155025	0.305564	0.55487	0.000687426	0.0594342	0.211967	0.0578906	0.0119345	0.631873	0.114207	0.0812939	0.134329	0.0921186	0.0850427	0.06064	0.0703216	0.223836	0.536925	0.232164	0.556621	0.0114915	0.411251	0.00765044	0.338132	0.101486	0.218434	0.581053	1.04773	2.15279	10.17252
9910	-2662.47	-2617.95	-44.5206	2.24342	7.285507	0.576839	0.0358124	0.00437573	0.00147141	0.014965	0.00414215	0.0731761	0.365722	0.0207419	0.283916	0.00583836	0.000139119	0.000585744	0.00427305	0.0806341	0.00196421	0.174647	0.0245036	0.102152	0.0156121	0.076652	0.0065877	0.0234316	0.0458327	0.000389542	0.000762524	0.0231792	0.0286615	0.0804038	0.0384908	0.0679346	0.0153061	0.00787075	0.229108	0.0203866	0.0458048	0.0257574	0.0455375	0.0823891	0.00421168	0.147251	0.0536333	0.313514	0.0361981	0.0145579	0.455437	0.0201565	0.353288	0.0422622	0.00711572	0.128618	0.270196	0.0818248	0.0166589	0.0768594	0.400049	0.57977	0.00166225	0.0384166	0.182656	0.0378372	0.0532269	0.382461	0.218218	0.0354118	0.0658451	0.1448	0.115633	0.0471292	0.0872419	0.14825	0.541544	0.173443	0.641891	0.0201012	0.310736	0.0427627	0.433178	0.115843	0.320698	0.678631	1.07504	1.92563	9.495888
9920	-2673.47	-2640.91	-32.5625	2.067325	9.537302	0.326495	0.0853093	0.00926865	0.00489556	0.0114705	0.00874728	0.0845872	0.239328	0.0438405	0.327131	0.00715323	9.99186e-06	0.000319601	0.0067515	0.10398	0.00159902	0.128587	0.0299122	0.0428257	0.00539253	0.073726	0.00399955	0.00933285	0.0384924	0.000400097	0.00116187	0.0219059	0.0249547	0.0798114	0.0196109	0.0298244	0.00876619	0.0177864	0.238123	0.043872	0.0285005	0.0238823	0.0815884	0.0662111	0.00373797	0.146505	0.0198317	0.374508	0.0995065	0.0292278	0.166871	0.0228123	0.337865	0.0446061	0.011021	0.10961	0.278266	0.0182452	0.0332801	0.0601359	0.290658	0.421368	0.00349095	0.055627	0.217965	0.0208141	0.0533685	0.519261	0.188458	0.036884	0.0430728	0.0698017	0.101285	0.00819985	0.0340764	0.0920767	0.408965	0.449806	0.295447	0.0495845	0.32933	0.043011	0.240709	0.193331	0.301181	0.661987	1.07159	1.96525	8.202174
9930	-2670.16	-2636.71	-33.4445	1.766496	10.88925	0.316541	0.0151587	0.00631004	0.00468845	0.00333725	0.0222323	0.0497079	0.258479	0.0534745	0.305187	0.00264081	7.45738e-05	0.00122206	0.00488279	0.181674	0.00264932	0.0684895	0.0384594	0.0548903	0.00485423	0.0965807	0.00645623	0.0450633	0.0199212	0.000270432	0.000942051	0.0357843	0.0153969	0.0476971	0.0376484	0.0198696	0.00622235	0.0206424	0.15294	0.0483766	0.00969821	0.0137594	0.0776572	0.0803669	0.0220405	0.123462	0.0121749	0.405785	0.0962451	0.0579035	0.234799	0.146182	0.471361	0.0239837	0.00305675	0.107795	0.141448	0.0226828	0.064478	0.152833	0.273375	0.285617	0.00852042	0.0639145	0.143359	0.00924764	0.141947	0.429453	0.220331	0.0185332	0.123123	0.0519624	0.0804196	0.00857983	0.0283677	0.0998068	0.423766	0.293933	0.518627	0.0183718	0.378663	0.0171514	0.306897	0.068927	0.263714	0.62764	1.06288	2.04577	8.229371
9940	-2659.39	-2627.83	-31.5624	1.808779	10.74384	0.343826	0.0177072	0.00127724	0.00298881	0.00313361	0.0106358	0.0999483	0.466008	0.0168332	0.430356	0.0031148	0.00013596	0.00483984	0.0100415	0.0658352	0.0090889	0.0754798	0.0208084	0.071253	0.0071415	0.136312	0.00598946	0.0118036	0.00714563	0.000380418	0.00101103	0.0208292	0.0221823	0.0608159	0.0312342	0.0259763	0.00440845	0.0458907	0.120173	0.0530597	0.013254	0.0240996	0.0585714	0.0450771	0.0342483	0.165675	0.010259	0.276885	0.0473557	0.0547496	0.226346	0.0878302	0.293317	0.0283074	0.0134966	0.0484672	0.172107	0.0128423	0.0150587	0.0525747	0.381113	0.350403	0.0157261	0.0848884	0.271387	0.0209839	0.196957	0.371663	0.0887546	0.00965	0.0642701	0.130637	0.0639903	0.00198506	0.0311005	0.0892206	0.401678	0.186432	0.677854	0.00957862	0.23383	0.0194386	0.41076	0.0649983	0.269329	0.633007	1.06438	2.03329	8.065486
9950	-2655.2	-2617.17	-38.0249	1.455155	10.08678	0.479061	0.0156021	0.00097002	0.00807199	0.00413773	0.012667	0.0557189	0.40757	0.0303632	0.490332	0.00158575	0.000118167	0.00348678	0.0120995	0.088815	0.00917887	0.152718	0.0246914	0.0964656	0.00321549	0.115446	0.00751337	0.00764712	0.0144649	0.000217824	0.00499019	0.0496863	0.0211496	0.0473173	0.0107415	0.0381311	0.00307709	0.0260522	0.157484	0.0283307	0.0240502	0.0193259	0.0826877	0.123846	0.0162721	0.0963531	0.0125092	0.322033	0.0114745	0.0373135	0.338489	0.014148	0.301685	0.00310871	0.0126567	0.0539395	0.239532	0.017279	0.0577199	0.0952785	0.342198	0.639632	0.0235044	0.0499816	0.261948	0.0355619	0.242534	0.233105	0.21133	0.0128897	0.115518	0.082097	0.230267	0.00149789	0.0845164	0.0791429	0.204281	0.202348	0.553709	0.00340186	0.262193	0.0166709	0.488079	0.100175	0.218311	0.580918	1.04768	2.1531	8.785401
9960	-2657.46	-2619.79	-37.6678	1.591315	10.0436	0.380287	0.00488632	0.00112499	0.0175864	0.00850695	0.0172826	0.072552	0.380729	0.0476935	0.367364	0.000860856	0.00033618	0.00283107	0.00751465	0.0927199	0.0196261	0.137809	0.0453422	0.0739523	0.00662118	0.0314804	0.0174068	0.00803292	0.00761728	0.000846196	0.0193174	0.0456152	0.0480983	0.0771271	0.00332892	0.0491473	0.00457794	0.0184937	0.247978	0.0205187	0.0277134	0.021827	0.0301713	0.0787073	0.0187323	0.140078	0.0253051	0.507739	0.0210464	0.074307	0.403169	0.0161278	0.307642	0.00202196	0.0101148	0.0305928	0.308567	0.017684	0.0482126	0.0595752	0.2632	0.693559	0.0107388	0.0235045	0.229722	0.0258604	0.048428	0.459478	0.139414	0.00748807	0.135143	0.123218	0.0869961	0.00299914	0.0825206	0.179669	0.36379	0.227336	0.433483	0.00475188	0.275753	0.00836455	0.217948	0.263265	0.23909	0.603082	1.05536	2.10246	8.741179
9970	-2652.56	-2617.98	-34.5796	1.430567	10.24401	0.383127	0.0113607	0.00174711	0.00553192	0.00693367	0.0112827	0.028727	0.380703	0.0503353	0.303543	0.00151825	0.000261005	0.00274082	0.00932024	0.0558937	0.0123862	0.155133	0.0294343	0.0638175	0.00580191	0.0828209	0.0094221	0.0197135	0.0247095	0.00204909	0.0244579	0.0258549	0.0152097	0.0769977	0.00223632	0.0234837	0.00362784	0.0286864	0.181254	0.023484	0.00840944	0.0285681	0.0575988	0.0757279	0.0024489	0.123185	0.0133769	0.40273	0.0411697	0.0750839	0.46931	0.0526179	0.273989	0.00149875	0.0233722	0.0397967	0.285495	0.0641287	0.0361229	0.118308	0.188055	0.629183	0.0108684	0.0999838	0.179835	0.0315713	0.0739022	0.479301	0.136906	0.0101183	0.119465	0.13566	0.111091	0.00163668	0.0733121	0.223275	0.380535	0.166778	0.416866	0.0147538	0.349202	0.0298244	0.179043	0.135142	0.214395	0.576576	1.04607	2.16296	8.432854
9980	-2659.51	-2618.67	-40.8388	1.269435	8.047489	0.236747	0.0176607	0.00819079	0.0169806	0.00803612	0.0107258	0.0737952	0.532621	0.0343234	0.326454	0.000564991	0.00129164	0.00255598	0.00491201	0.0348152	0.0116398	0.222569	0.0366104	0.0804914	0.00329432	0.0703169	0.013058	0.0110747	0.0408175	0.0052618	0.0231575	0.0647092	0.0228387	0.0826758	0.00936215	0.0447811	0.00652429	0.0145778	0.348735	0.0219037	0.00571122	0.0137838	0.0556098	0.0688492	0.00341908	0.0748251	0.00953429	0.355182	0.0978178	0.101651	0.59702	0.062288	0.535281	0.00051999	0.0178158	0.0971868	0.266204	0.0555905	0.0388199	0.0513631	0.38246	0.746666	0.0155704	0.086634	0.123398	0.0210138	0.10973	0.450576	0.183909	0.0128311	0.118445	0.201492	0.102676	0.00191095	0.0421956	0.134267	0.402556	0.21603	0.362834	0.0128436	0.265917	0.0100641	0.115243	0.146035	0.187411	0.545065	1.03343	2.23409	9.217844
9990	-2662.91	-2611.52	-51.3979	1.81087	7.233754	0.515878	0.010648	0.00670942	0.0206906	0.00200031	0.00681237	0.0517672	0.387337	0.016189	0.527885	9.02118e-05	0.00192654	0.00860652	0.00265108	0.0267765	0.00938629	0.23229	0.0155528	0.130658	0.0106783	0.108702	0.0217172	0.026504	0.072338	0.0026949	0.0227206	0.0869971	0.0562303	0.0962073	0.00477496	0.0605946	0.00125932	0.00609202	0.279575	0.0198217	0.0023946	0.00991202	0.106819	0.0248199	0.00348125	0.0992034	0.00285667	0.330258	0.116135	0.0343179	0.531468	0.113068	0.438438	0.000662984	0.0027561	0.0987518	0.317229	0.0491523	0.0286239	0.0302471	0.355955	1.05685	0.00880068	0.0530336	0.313847	0.00206101	0.113908	0.542699	0.147642	0.0155555	0.0972003	0.148103	0.1492	0.00733414	0.0422083	0.276167	0.547652	0.285179	0.637002	0.00693987	0.291239	0.0126472	0.0739702	0.121368	0.269603	0.633267	1.06445	2.03268	10.49792
10000	-2661.48	-2623.69	-37.7884	1.450999	9.84493	0.312438	0.00456432	0.0149666	0.0322336	0.00439643	0.0269026	0.0249604	0.354464	0.0084309	0.605566	0.00103172	0.0172994	0.00553714	0.00102355	0.0811389	0.0247304	0.168532	0.0162569	0.0796844	0.00517794	0.173244	0.00541155	0.0218912	0.0410148	0.00791101	0.0223295	0.0496395	0.021611	0.0628415	0.00421387	0.0408517	0.00213268	0.00898642	0.247415	0.0392557	0.00286669	0.00444595	0.0713333	0.0390596	0.0153435	0.0707061	0.00434147	0.372941	0.0370763	0.0227184	0.739668	0.208109	0.206685	0.000984731	0.00711663	0.085421	0.313958	0.00748115	0.0397654	0.115254	0.24591	0.573943	0.0130716	0.0545556	0.157642	0.00175187	0.0429617	0.485442	0.234683	0.0183003	0.100718	0.157486	0.0768804	0.0261929	0.0318187	0.164064	0.458163	0.192651	0.327279	0.0123126	0.30265	0.00320424	0.0635807	0.139171	0.217653	0.580192	1.04741	2.15475	8.787794
10010	-2656.48	-2622.01	-34.4672	1.720778	10.02752	0.382596	0.00645013	0.0195658	0.0158562	0.00247023	0.0109952	0.0512772	0.413123	0.00739777	0.376381	0.000509505	0.0335924	0.00629419	0.000412855	0.0750462	0.0473687	0.174168	0.014103	0.0597778	0.0170612	0.12024	0.00310374	0.00751012	0.0507432	0.0256816	0.0138813	0.0534781	0.0252108	0.0625622	0.00449312	0.0397916	0.00571702	0.00355738	0.136221	0.0394937	0.00226254	0.013341	0.103502	0.0514206	0.0089359	0.073305	0.00779417	0.361888	0.0284112	0.026419	0.57347	0.0320067	0.304923	0.00147872	0.0150208	0.0941865	0.194551	0.00777495	0.0149022	0.0840736	0.418438	0.569529	0.0474591	0.0143769	0.197148	0.00331307	0.0620945	0.382674	0.165247	0.0442376	0.0771904	0.0852161	0.103383	0.013437	0.00692555	0.122653	0.534775	0.231894	0.30799	0.00608827	0.235967	0.00120919	0.33694	0.136818	0.257503	0.621607	1.06113	2.05976	8.410802
10020	-2660.73	-2625.86	-34.8688	1.516473	7.965421	0.308688	0.00774307	0.0127074	0.0178341	0.00209737	0.0118672	0.0923866	0.423476	0.011742	0.243515	0.000791885	0.016336	0.0115508	0.000321663	0.0805082	0.038187	0.249151	0.0518213	0.0697346	0.0131656	0.159803	0.00369735	0.00431929	0.0188941	0.033556	0.00903392	0.0145041	0.0607034	0.0394354	0.00789563	0.0276112	0.0059923	0.00271252	0.178957	0.0426799	0.00153197	0.0348221	0.0951198	0.0632975	0.0129533	0.10197	0.00572223	0.3069	0.0342039	0.0413911	0.301513	0.180105	0.333672	0.00144099	0.0165129	0.234505	0.328685	0.00589331	0.0164273	0.0740665	0.195118	0.749341	0.0283157	0.0356892	0.218916	0.00205638	0.0122094	0.537928	0.121559	0.0406634	0.10151	0.0488583	0.100143	0.0111268	0.00651373	0.0534171	0.380354	0.33378	0.415811	0.00645203	0.202145	0.000987299	0.281782	0.0838918	0.227856	0.591276	1.05137	2.12949	8.43272
10030	-2660.31	-2625.36	-34.957	1.511777	7.873895	0.255634	0.0111551	0.00954949	0.00644323	0.0110495	0.00365237	0.0699083	0.332989	0.0236073	0.356221	0.00078703	0.00754469	0.0271203	0.000222277	0.0708385	0.0123066	0.18291	0.0458887	0.0646977	0.0179399	0.178122	0.00388988	0.00289841	0.022346	0.0212998	0.00332268	0.00864366	0.0445546	0.094284	0.0142988	0.103352	0.00558919	0.00452374	0.312138	0.0256676	0.000481581	0.0761557	0.145328	0.0951659	0.0124455	0.194699	0.00379292	0.281894	0.0543439	0.0224263	0.364063	0.23343	0.231553	0.00177004	0.0327854	0.184969	0.206398	0.00999553	0.0287397	0.0251137	0.440448	0.470685	0.053208	0.011374	0.203694	0.00938092	0.00722498	0.366365	0.152592	0.0436292	0.118008	0.0597602	0.116232	0.00574513	0.00715909	0.168404	0.50112	0.216027	0.364579	0.00951604	0.261796	0.000395276	0.171384	0.109234	0.227136	0.590505	1.05111	2.13125	8.428905
10040	-2672.51	-2623.98	-48.5329	2.031034	7.088549	0.237302	0.0189696	0.0120407	0.0102467	0.030476	0.00374883	0.0857757	0.270687	0.0169272	0.432026	0.000875129	0.0108858	0.00909043	0.00155575	0.0721862	0.0263757	0.200035	0.0247673	0.110777	0.0191967	0.130689	0.00222193	0.00441727	0.0476214	0.0206943	0.00481444	0.0277043	0.0640301	0.091359	0.00746871	0.102057	0.0142052	0.00492161	0.146712	0.0903248	0.000614457	0.083177	0.0917104	0.0869808	0.0286904	0.133705	0.0463091	0.390957	0.0708282	0.00845614	0.306575	0.101552	0.626327	0.00348347	0.0200699	0.091498	0.258759	0.0148841	0.0284126	0.145052	0.270592	0.697456	0.0579994	0.0394149	0.242514	0.0129937	0.0107337	0.447042	0.198753	0.0531263	0.165274	0.136935	0.151466	0.00765954	0.0223636	0.148533	0.605692	0.320122	0.708974	0.00810739	0.366499	0.00139448	0.344787	0.146182	0.296951	0.658274	1.07075	1.97403	10.05584
10050	-2678.33	-2630.97	-47.3577	2.214518	7.535652	0.302096	0.0210091	0.00976315	0.021189	0.0336442	0.00470846	0.0558154	0.338122	0.0494829	0.449504	0.0019873	0.0162076	0.00614052	0.00357675	0.110697	0.0137084	0.113032	0.0171982	0.0956363	0.0113143	0.120187	0.00204668	0.00246622	0.0450276	0.0313789	0.00342053	0.0224756	0.0483302	0.025643	0.0074668	0.0801991	0.0256654	0.00323462	0.281743	0.133752	0.00524617	0.0748662	0.083533	0.0785255	0.0259519	0.312853	0.0627956	0.453219	0.0494268	0.0384536	0.27894	0.125717	0.5903	0.00875891	0.0209846	0.0587607	0.253299	0.0141813	0.0475711	0.100526	0.183789	0.578064	0.0317539	0.0535678	0.322553	0.104267	0.0227439	0.583112	0.136017	0.0424223	0.0935962	0.113522	0.103347	0.0344823	0.0114088	0.263186	0.600231	0.261926	0.468177	0.0113234	0.340489	0.00257496	0.280266	0.0736748	0.317604	0.676045	1.07454	1.93182	9.908272
10060	-2678.46	-2633.45	-45.0117	1.865069	8.083452	0.153983	0.019247	0.0142973	0.0249394	0.0184794	0.0188896	0.0923255	0.333209	0.051979	0.413684	0.00215821	0.0402243	0.00691619	0.00422983	0.0647391	0.022499	0.212401	0.0180229	0.15655	0.0136175	0.147267	0.00563986	0.00411971	0.053014	0.0172218	0.00436743	0.0118127	0.0364921	0.0376808	0.0138124	0.0354505	0.0274573	0.00322279	0.241297	0.121038	0.00193814	0.0556475	0.0983944	0.123082	0.0314101	0.157315	0.0408525	0.337423	0.129658	0.0688435	0.235892	0.204629	0.197054	0.00208337	0.0646969	0.165609	0.240859	0.010841	0.0337135	0.0323211	0.194942	0.786474	0.0282246	0.0511638	0.209609	0.105972	0.025294	0.519794	0.151403	0.0249095	0.0999062	0.138217	0.191396	0.0448095	0.029915	0.147264	0.649063	0.297442	0.550898	0.00909787	0.261464	0.00868437	0.358464	0.103113	0.276618	0.639853	1.06621	2.01731	9.662065
10070	-2667.38	-2619.16	-48.22	1.666683	8.336205	0.392789	0.0216458	0.00980649	0.0320292	0.0343326	0.0189496	0.0400258	0.350755	0.0209272	0.466844	0.000511755	0.0291806	0.00363011	0.00860267	0.0702603	0.0208633	0.212881	0.0144268	0.0825034	0.00610543	0.0665234	0.00518844	0.00440522	0.0406308	0.0238739	0.0128234	0.0055102	0.0581837	0.0858064	0.0113921	0.0418542	0.00932379	0.0102822	0.220064	0.0832087	0.00367968	0.0681044	0.0895248	0.143449	0.0272016	0.127491	0.0895917	0.548034	0.078841	0.0490786	0.549313	0.246993	0.189544	0.00635683	0.0196426	0.296431	0.252836	0.00200372	0.0220092	0.0510204	0.154432	0.770723	0.00845468	0.0413836	0.167787	0.0874063	0.0200059	0.532246	0.101096	0.0215762	0.118771	0.143307	0.114208	0.00534553	0.0121516	0.192047	0.417965	0.27551	0.445605	0.0231147	0.350188	0.0072254	0.638964	0.0366979	0.249961	0.614138	1.05888	2.07702	10.0635
10080	-2667.98	-2618.18	-49.8045	1.863812	7.766546	0.386144	0.0147951	0.00671291	0.0287324	0.0218349	0.0100601	0.0402942	0.485973	0.0369449	0.296349	0.000591488	0.0422042	0.00295449	0.010881	0.0730789	0.0295314	0.0840938	0.0193812	0.129707	0.0178075	0.154103	0.000827624	0.00439756	0.0323441	0.0216712	0.00904823	0.00275839	0.0129665	0.0428959	0.00600522	0.108019	0.00380368	0.0104105	0.186895	0.0305762	0.00540215	0.0420147	0.0875301	0.10946	0.0221925	0.148161	0.124407	0.3445	0.0478992	0.10285	0.694627	0.146161	0.203509	0.0226377	0.00907668	0.136432	0.244367	0.00298471	0.0559285	0.112511	0.297029	1.21035	0.00488829	0.0355961	0.118299	0.132503	0.00593594	0.366487	0.12064	0.0170242	0.197416	0.156847	0.121511	0.0069927	0.00972183	0.164703	0.70992	0.155292	0.521314	0.0232423	0.337771	0.0152684	0.467505	0.0512361	0.276457	0.639704	1.06618	2.01766	10.27494
10090	-2667.99	-2615.45	-52.5344	1.438415	7.678462	0.639724	0.0206557	0.00824369	0.0264645	0.00918719	0.00813995	0.0877355	0.476125	0.104011	0.443366	0.0020323	0.0192181	0.0143767	0.0207502	0.102841	0.0325576	0.218635	0.0284026	0.126152	0.00208172	0.157792	0.000769926	0.016682	0.0112846	0.00621378	0.0141254	0.00894182	0.0180613	0.191563	0.00310249	0.0804407	0.0024527	0.007111	0.197306	0.0286139	0.0115139	0.0811912	0.15002	0.0890949	0.00751109	0.156927	0.112015	0.296804	0.0391725	0.0864565	0.495339	0.235784	0.150685	0.00929444	0.0159446	0.254057	0.195789	0.00903033	0.0260869	0.0251751	0.444536	0.842304	0.0130532	0.0567355	0.313179	0.0874322	0.00321886	0.424866	0.24165	0.00890509	0.157293	0.13466	0.0720818	0.00510318	0.0298923	0.144406	0.59518	0.280499	0.451446	0.024027	0.309264	0.0203134	0.388249	0.0573289	0.21565	0.577974	1.04659	2.15979	10.68868
